270235	03733511
220849	17061627
121964	31516896
819387	34880428
144436	33105595
135672	99470428
140542	54776435
135997	36928740
154514	82846452
384891	10243211
278808	32325224
586540	62232200
202328	97413712
586936	42320529
713473	18187630
199093	94638316
416132	93907388
329914	98056073
047527	98786948
329979	87175177
326512	21353550
555382	08719650
836552	62608989
430933	04108228
429039	71406499
357438	68866402
216713	72049521
659956	22769953
486795	94267808
358234	10707796
732488	42682555
797385	80103525
414301	78792468
411507	06127949
115251	56110046
527184	26922757
131773	28217564
912130	59964216
419968	41160683
034325	67422194
227318	43099058
820817	09288431
269738	78689849
299905	72440659
781895	42689879
376494	97876753
299606	96642042
185179	24723045
687946	66822918
534536	18749109
303581	29534236
865545	35870164
378006	51618276
864707	40031463
305358	75496741
127876	84352799
178918	48246540
300276	82686129
423114	25344193
639161	86237448
958003	83231729
137157	54436113
396386	80906907
176711	05612605
367347	52605358
302546	60843841
141418	66848881
926224	78104934
308548	15371432
500533	11147556
709608	85552775
361492	38342823
837136	55665553
523531	55753916
421965	40318510
793232	53129893
053240	59457997
283076	56657065
038608	01701262
946521	24819790
670852	89502939
073401	85671953
522308	77265611
334291	66509552
800444	91608765
065695	72512861
062072	32745563
212741	96612222
509905	00803819
717866	35003536
308551	00596917
276452	35571627
739978	31035234
750975	56637589
048153	76688297
633050	13713589
180039	72794711
211739	00571967
519584	58287146
971853	49270130
110429	68287681
777303	47233190
640737	55678984
230898	57432100
840407	23290286
307787	90074828
621970	32190804
564345	24694344
696459	60828093
000422	57724912
927885	27600979
010963	41513940
739958	38671407
763374	15662206
911227	26732857
028041	07436499
222853	94899888
891319	04516152
036330	40204628
933605	08803238
832591	78409075
215317	22919875
754877	89268255
611733	10647313
132683	78703666
190554	84251678
752371	85695847
019718	58477931
787947	43679098
001430	92380839
802799	12049627
150878	58038919
633823	68226262
132482	37605056
239907	42191105
153112	33626408
786622	73723894
152713	12282488
597784	01260404
581717	66239825
430187	67282961
710259	35477259
280773	03616892
799695	89931174
529399	39015647
639517	84552390
903169	14670669
881223	39300550
880390	51836176
735717	86034070
883390	25763859
497465	37218485
909393	45299443
165365	79472334
182281	90358702
431509	62535982
171555	12018281
809031	84154948
398314	48450371
399302	30718767
615061	29500038
085628	03255825
081864	20887369
579677	75823095
516239	88903225
526900	78071178
751157	12274228
270552	66813699
024057	88481424
243000	55425830
443759	23170510
649752	38140498
212725	79978258
435886	52572037
780649	24799444
019890	56826791
616093	48384118
390711	35966317
110409	85601350
744940	99252437
558273	91503038
725109	96673806
939275	67484062
446405	31332606
645180	42996608
338569	20890145
944985	72085368
015158	79294119
798470	26925001
663727	02386519
538981	59437445
813928	66276193
585113	40215618
562877	28133515
471647	80618598
947860	00331804
526929	99615273
287532	22324477
552609	41362271
013657	42619078
315357	93702827
632882	13521540
603239	26890566
601207	63470748
082515	65693509
695110	50353134
719365	50779517
403111	60448393
244534	17276990
643249	54217708
762058	67342184
506078	76451433
937966	29622215
491681	53411102
273132	20694237
954104	53145231
845846	89377670
964689	05648997
412502	99968821
518196	31907812
235645	46874600
879110	93847538
500468	24469191
585080	60041375
892366	78745970
779946	76813814
187456	08409569
907226	50870612
564820	70572690
785488	66735874
732797	57476696
564330	66512479
670968	71306261
579853	42395960
601269	10810710
969292	51375479
617469	35199014
526798	34473843
915761	30178582
740723	75935245
082238	77955813
337653	57442325
939552	67521607
128135	18704682
862976	89096201
895542	30679942
255572	99010930
420520	43157113
896653	44745589
251717	59445010
748779	98746643
553433	82000730
660050	62042075
578910	04460105
052746	31876046
244668	87317167
386624	06177482
161856	15730207
704921	71495856
322979	21222894
762131	30294793
308897	70868231
515656	43859546
519097	58953072
188384	03240730
574541	70755271
456828	09074957
708402	03900718
708618	35533408
775987	04326934
841750	71968759
606535	37343347
806601	55972935
784339	87681133
995588	27642347
426906	60973807
282208	86561877
600690	87848178
584512	26327977
686431	59982368
519107	11751394
875612	40912712
559805	35317638
458487	84738501
492512	91324665
893271	93057090
926928	32653391
145307	75647513
992116	27025614
886993	77002390
346414	24852255
651803	92350185
250556	14928840
990147	66207447
889897	48317603
356175	81432374
754463	28845898
331116	25426061
159275	12561688
522573	26666657
707087	04389781
577842	87286558
566150	39418045
995688	48079062
093756	07032752
362381	89701650
568786	91712112
739792	88161089
998530	86576530
838290	88848893
135154	91965594
798794	44860723
421877	35409771
991066	42191693
185071	65051942
031119	44654269
493680	25911264
150424	23493840
112956	21335310
510376	72309114
013269	64256012
039554	07103881
026039	53085626
771775	69810912
948566	72197833
984942	70536054
255024	14413770
768307	11637877
299981	63368261
032175	15110399
201024	99021523
212558	15708452
001980	85871736
424911	92134385
078771	69697179
702419	82454758
795196	73351338
847897	48047402
361715	19588795
763312	32910716
946609	89990200
564338	25845810
187416	50229612
742361	98400299
102265	57262029
965847	51249902
136851	47382921
195136	21875605
909520	92310779
415073	90640095
397654	55339992
804900	17123036
281898	72050601
793406	62551261
829832	01266695
577481	64053461
001649	65886760
574998	75007006
987429	07755053
291316	99873878
163896	41200542
927177	97919416
445634	79441199
905321	24132430
410579	83571328
312666	18767416
582514	96238810
832068	95400274
311815	97772728
012934	71040010
358230	15157789
034484	45698687
219976	68452016
130570	46202195
317965	91062569
797645	80786143
957826	74003085
211842	57904986
810974	72149068
456938	11828252
039499	79949806
425542	21368773
273694	76655355
354473	09942277
069972	44411867
363705	05537110
029338	36383242
703548	68506585
319797	10917863
122155	29151895
181289	91561383
313315	89004335
176526	22090009
998486	86662403
833011	30922144
794939	56765729
535858	63666875
576952	45878022
188649	24635001
096955	75807974
669503	79528255
867536	29245219
137209	44235325
787539	96386820
632259	23265137
000682	25719305
378787	64340530
109828	76915676
145277	27319950
974728	52494284
710809	38083603
669935	24609261
868076	75065957
866057	60164629
262383	23922574
317267	37429466
702941	92453052
923019	47410969
135107	70502035
308617	56313779
643069	07522435
499994	17141973
526309	66787301
024610	05540273
849943	13947971
485744	61127415
384559	03048423
409035	74104050
195252	30602471
323982	97466871
995726	88588844
913433	55676712
093742	02511869
301851	67019903
612872	74027615
696553	26034964
003237	75297124
769567	30815253
720576	97450772
972662	51274631
431560	04160438
875618	43054463
728168	22942803
788616	22205045
739828	53868264
453858	82351723
678615	42237462
528317	62814174
628592	58327973
440251	32267155
275401	73390173
202339	36672231
565866	27974735
653980	87233250
400635	68352031
677884	41953417
918365	95097056
747220	89174391
801536	06450348
785354	36107405
944506	68806965
336784	52171279
650168	21813627
931481	95266344
080652	02838509
579505	12705452
292272	75612446
089580	07931087
595131	79631669
248518	01083177
052167	41476955
620792	65715255
565780	95355658
717168	50283278
383494	86113538
631670	54844049
892200	37624173
862468	76539451
186808	72501223
628402	34984318
527046	05918896
179250	17336631
778968	51833753
174839	70588354
048962	68938001
726300	58233292
396355	00854349
485497	74609141
370343	10139282
126385	16344661
471622	13748211
807448	19740201
695792	14096420
232048	10296932
023411	63210526
229289	21649685
238183	36781603
909700	26161413
329029	86774911
347812	42145216
569066	65942567
698554	88787224
442996	37127810
719121	09508290
787436	97517919
795532	84447429
621750	57694091
835451	86422957
901120	96539851
608773	43768740
089734	51462521
129367	79180717
467929	00134604
371699	89402642
587621	31911052
623097	11781428
973433	23279980
652668	66404436
447048	00045229
702568	34942414
943694	91915782
354405	55544762
210482	44329836
536338	03222575
820160	33068859
683341	47821145
953687	87532475
660334	30437701
641833	54774688
168138	54842827
695056	18729836
143962	79928268
380423	69521677
910806	23878273
803522	88690269
544350	95369214
157798	53220863
573757	45226222
962964	55885788
432670	68506986
471919	54803179
914106	31658295
920793	47726641
615722	87135547
152078	17898854
972823	63201705
815892	47863667
758864	29402878
804199	55231383
265178	57744390
889023	01720399
135929	82972607
920511	04959165
334365	48848892
223994	46252564
905350	30377082
252228	41443389
506675	83549110
017136	29730244
850273	92199101
940990	28389511
299494	40913600
986253	87775513
433221	67511520
222399	19959065
507535	37919211
078347	26306018
060910	03448214
007018	11784131
470666	13380555
596458	88338208
460737	62833251
400220	18215788
143502	39261904
092983	24296272
150608	44046195
875933	46807279
376123	19686286
830092	55131469
151763	80680139
963752	58407664
674564	24319474
984288	64097889
833402	60958010
145175	51859102
295931	96016529
188877	78789364
150462	97526628
167848	30526843
769967	43924903
008503	05803828
902050	66160650
828530	41290272
098312	87866177
081205	10430929
697711	00156514
586166	86732561
756740	93740602
651455	54901482
698730	76353115
634632	72945047
415339	73942838
237488	65070085
467457	14293233
998610	40040456
284321	26811245
029792	34808113
233466	45883297
812308	22583657
812990	97784456
261240	78405244
429923	52358838
565895	73941198
627622	12334403
011121	95778107
164566	96139650
671479	55468453
900947	22743541
453462	13939947
891144	43374407
339793	74625033
507854	77286040
024868	99204959
327584	24307469
443337	63556423
777910	48900036
347862	06162437
893857	14171238
670844	72980696
045860	45683121
515655	40160278
726427	98030358
714081	89397797
240833	92748442
157352	69777865
045365	20459125
134491	22477940
804904	23101407
462812	43711506
351601	64458412
215530	69819458
644447	12041598
327838	38988220
792193	62818657
252828	73610503
550010	96413537
614723	42502093
318891	14448575
365272	74111273
193763	91161689
214240	68529105
901193	32040015
891564	32847876
798086	14851925
548538	79768507
819430	28956825
652741	52809075
566070	54929373
697710	57126979
657286	35698697
449641	11420819
450909	17718484
075253	39560241
041099	91930954
411962	61776263
527460	10949229
327583	55866007
072836	11379708
620232	63265810
167323	80027015
149240	51580293
226503	77037808
849202	00924308
552743	00266452
276024	97521115
344315	37803419
604855	96336565
731389	78510487
268596	33590725
931259	04064359
792087	09982508
299893	58373195
250028	25661308
621646	54261294
181819	78569620
436081	55862734
725032	57949866
720725	63407595
794996	39496304
552809	91194667
396881	16792846
800751	74948516
438892	71489609
913220	64861475
549096	49276497
239015	84177167
060767	03667295
715300	21205800
384064	82946560
029200	60128525
046922	74182942
854879	87361636
989719	10566241
679147	43740882
109112	85859956
315243	43372944
402118	36296027
126207	94644092
136574	26074495
060168	40298291
773194	43530390
113872	66480674
510355	41340041
399229	85680487
510557	15348021
247252	43365723
275684	28085245
199234	27683313
658552	13455099
775282	29788285
184873	06028914
484258	85374538
719775	05397631
328264	00105007
446391	67276497
204522	79568468
496096	35962224
830761	16072020
867470	74071836
682819	39429191
633922	93909774
456126	44890143
575370	55287521
615791	62065430
970311	03433725
806367	17420742
184375	34852448
867354	77777122
894552	14119741
116478	09583478
319972	21474183
623132	41246820
804470	04665493
147258	56158992
346309	69714315
250047	83712472
163972	32773086
679444	58302398
488923	50079533
328344	86754975
115938	61146752
825761	45118856
738789	99073074
574366	19123383
309749	99976589
145719	28044072
323996	80066779
385442	50052978
410281	06391288
929711	23276006
312715	27293350
829326	97576417
074790	39556437
006005	44749037
805531	17768387
269448	81897299
502066	58389025
411403	70384551
428318	47359571
336831	08170489
071219	98023142
740217	47544980
340251	08726244
721270	53475720
114074	78330128
426614	94647453
342487	99487236
438725	37131553
068980	25211966
430616	69932089
594154	16219567
165918	53146590
024376	08125156
776044	87795662
641371	04119370
661176	92638720
365906	16834276
242003	81132970
167083	99679269
121159	73452231
744967	04686126
703790	41587436
485462	95007748
782643	52939105
262985	60467412
172823	71798781
666203	69887523
036001	95658765
923585	46129276
879221	54061156
973027	80399051
997863	28690844
877819	88581391
627902	92853068
109425	34795862
116787	86464077
008333	13012642
015059	88967337
292492	16382600
112214	44315764
510041	58655620
873255	40330889
449808	49192878
899539	86121289
114556	40695169
455047	63218030
659565	87739841
906554	01988569
696224	83884925
775413	80851349
933724	83691395
217326	55798186
143055	08878805
499625	76571768
548616	74771055
266975	78520121
291686	05636466
253756	73446534
617698	58383023
977122	65566496
596959	01435469
522618	81453302
247736	35707960
398065	89872125
285256	41964833
983485	14173994
241905	62618891
287892	56502012
275542	84868445
635576	04920852
673596	56305139
109830	36049008
303790	17318770
158784	24945628
964220	05477776
903144	06618315
581441	16739276
769279	40847794
096041	56691763
208894	68438261
872313	32801227
361402	77618104
848289	48723702
652187	18338140
200160	14054395
805021	79643698
938764	55784570
664796	59287442
159407	17284252
490310	18319255
122540	12925244
371108	13223752
763801	01450058
348606	62019331
622091	39110687
890485	51941432
167718	00620113
850247	73655882
274668	17249621
447318	17032948
865855	79514971
465658	04435715
616131	59269784
027286	10473219
754994	31552261
637794	60080173
219808	18346283
182302	48094393
231922	21375910
647543	35042836
019176	15469746
570871	21310806
394840	84812667
812289	23379402
610071	92353797
617647	68699180
878431	93786969
854532	21952287
890784	42274176
722021	27148993
987751	01223526
323646	30878332
135237	97584161
266304	08730288
214117	29558410
342142	36747639
035643	06663090
628904	10471487
746229	26745282
978720	84057037
589562	17695978
652049	94138577
647611	40324795
292509	90988553
589274	56234286
754515	63849543
026085	93167772
376707	91402857
889957	09458608
079571	81021762
267284	05315382
722426	10958365
056581	98836652
793187	59045468
940899	90571147
040600	25665392
618559	16073156
735836	21435324
749912	42317065
353247	83782092
852305	84065587
927340	42734349
353255	09189047
523623	58361064
027068	51389250
675557	53519497
102951	77695110
615299	90768172
766783	60460068
072252	58433334
592137	46800638
820134	71657720
255449	91594558
849049	47167867
006894	15932031
730806	94534290
743593	25817297
668122	61751520
138440	46519339
482427	08409959
099312	86459990
385904	52805639
937108	94585205
166677	33671272
618350	55436450
792789	64373430
004320	29073354
777238	46030664
496110	95989721
145713	62908735
617936	52527232
201943	35356181
078224	76873811
689297	83298796
612092	34310723
670890	70477002
623945	00966515
256368	84895406
550183	56232075
276351	43730899
782676	40255378
163278	90595597
347512	98643567
451317	15193830
401617	03886733
699895	72486030
793313	81258311
696632	89091086
100969	04301496
449321	32475119
732305	09038888
103377	38074448
663429	94161545
060093	94613411
578223	54968466
419988	85173186
812654	97494718
670651	29591184
098875	76657313
994665	32100110
867225	89354595
804037	95866902
053612	59137253
369453	64265653
678455	15680292
154874	29576657
236980	68422562
835559	89290741
221294	67347403
936949	96031215
764119	04401623
191468	33721814
